Mission_ID,Mission_Date,Mission_Type,Drone_Model,Base_Location,Operator_ID,Flight_Duration_Min,Distance_Km,Altitude_m,Battery_Start,Battery_End,Battery_Consumed,Payload_Type,Payload_Weight_kg,Weather,Temperature_C,Wind_Speed_kmph,Threat_Level,Mission_Status,Failure_Reason,Mission_Score
ASD-00152,2025-09-27,Search & Rescue,Parrot Anafi AI,Delhi,OP-020,56,5.94,288,100,25,75,LiDAR,1.17,Cloudy,14,9,Medium,Success,NA,95
ASD-00153,2025-07-27,Medical Delivery,DJI Matrice 300 RTK,Shimla,OP-003,67,57.76,197,100,49,51,Sensor Package,4.96,Cloudy,27,8,Low,Success,NA,98
ASD-00154,2025-12-21,Surveillance,DJI Matrice 300 RTK,Shimla,OP-007,21,43.66,101,100,17,83,LiDAR,4.64,Foggy,29,9,Medium,Failed,Mechanical Fault,74
ASD-00155,2025-02-09,Reconnaissance,Skydio X2D,Chandigarh,OP-030,55,54.46,224,100,76,24,Thermal Camera,3.14,Cloudy,28,4,Critical,Success,NA,89
ASD-00156,2025-02-08,Infrastructure Inspection,Parrot Anafi AI,Lucknow,OP-027,89,23.25,273,100,63,37,HD Camera,0.94,Clear,40,25,Medium,Success,NA,99
ASD-00157,2025-12-15,Surveillance,Skydio X2D,Lucknow,OP-006,23,39.88,280,100,23,77,LiDAR,4.74,Foggy,22,25,Critical,Success,NA,86
ASD-00158,2025-02-16,Medical Delivery,Autel EVO Max 4T,Lucknow,OP-004,51,44.22,101,100,46,54,Sensor Package,2.25,Cloudy,32,12,High,Success,NA,94
ASD-00159,2025-02-17,Medical Delivery,DJI Matrice 300 RTK,Lucknow,OP-018,33,12.29,127,100,25,75,HD Camera,0.62,Foggy,40,29,High,Success,NA,95
ASD-00160,2025-06-04,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-009,72,26.33,101,100,49,51,Sensor Package,2.21,Windy,41,13,Medium,Success,NA,92
ASD-00161,2025-02-24,Medical Delivery,Autel EVO Max 4T,Dehradun,OP-015,55,28.16,203,100,71,29,Sensor Package,3.31,Rainy,24,18,Medium,Success,NA,75
ASD-00162,2025-06-10,Search & Rescue,Autel EVO Max 4T,Shimla,OP-016,68,49.22,164,100,24,76,Medical Kit,1.94,Rainy,35,11,Medium,Success,NA,81
ASD-00163,2025-10-07,Surveillance,Parrot Anafi AI,Shimla,OP-019,82,58.23,280,100,49,51,Food Package,2.14,Rainy,32,20,Medium,Success,NA,83
ASD-00164,2025-03-20,Surveillance,Parrot Anafi AI,Dehradun,OP-022,46,29.12,154,100,72,28,Sensor Package,1.86,Foggy,39,11,High,Success,NA,96
ASD-00165,2025-05-08,Reconnaissance,Skydio X2D,Delhi,OP-004,81,37.02,216,100,16,84,Medical Kit,3.66,Foggy,42,5,Low,Success,NA,75
ASD-00166,2025-07-11,Infrastructure Inspection,Skydio X2D,Jaipur,OP-015,71,58.17,164,100,25,75,Medical Kit,1.5,Clear,8,9,Medium,Success,NA,100
ASD-00167,2025-06-09,Infrastructure Inspection,Parrot Anafi AI,Lucknow,OP-012,64,59.87,203,100,67,33,HD Camera,4.24,Rainy,34,8,Medium,Success,NA,78
ASD-00168,2025-06-25,Reconnaissance,DJI Mavic 3 Enterprise,Dehradun,OP-001,80,10.37,264,100,23,77,HD Camera,4.15,Rainy,12,22,Low,Success,NA,85
ASD-00169,2025-01-15,Medical Delivery,Skydio X2D,Chandigarh,OP-013,42,35.36,164,100,26,74,Sensor Package,1.33,Foggy,22,28,Critical,Success,NA,83
ASD-00170,2025-08-23,Medical Delivery,Skydio X2D,Shimla,OP-007,69,5.24,134,100,54,46,LiDAR,1.34,Rainy,12,9,High,Success,NA,85
ASD-00171,2025-12-11,Infrastructure Inspection,Skydio X2D,Delhi,OP-027,60,37.83,236,100,30,70,Medical Kit,4.3,Windy,15,25,Medium,Success,NA,94
ASD-00172,2025-11-02,Medical Delivery,DJI Mavic 3 Enterprise,Chandigarh,OP-014,37,22.23,141,100,41,59,Sensor Package,1.14,Clear,19,26,Critical,Success,NA,86
ASD-00173,2025-08-19,Surveillance,Parrot Anafi AI,Jaipur,OP-027,88,43.14,245,100,58,42,Medical Kit,1.13,Windy,18,34,High,Success,NA,95
ASD-00174,2025-03-27,Reconnaissance,Autel EVO Max 4T,Delhi,OP-016,44,49.84,223,100,16,84,Food Package,3.7,Foggy,34,34,Critical,Success,NA,60
ASD-00175,2025-10-06,Infrastructure Inspection,DJI Matrice 300 RTK,Shimla,OP-025,55,17.37,153,100,59,41,HD Camera,3.08,Foggy,39,35,High,Success,NA,95
ASD-00176,2025-03-02,Reconnaissance,Skydio X2D,Shimla,OP-015,76,35.05,188,100,67,33,Food Package,1.68,Cloudy,27,5,Low,Success,NA,93
ASD-00177,2025-05-24,Search & Rescue,Autel EVO Max 4T,Lucknow,OP-018,64,52.36,236,100,26,74,Thermal Camera,4.12,Cloudy,16,16,High,Success,NA,92
ASD-00178,2025-03-09,Reconnaissance,Parrot Anafi AI,Chandigarh,OP-023,54,57.38,211,100,68,32,Medical Kit,4.4,Cloudy,34,6,Medium,Success,NA,95
ASD-00179,2025-09-21,Medical Delivery,Parrot Anafi AI,Lucknow,OP-013,38,36.76,148,100,27,73,Sensor Package,4.08,Foggy,36,7,Low,Success,NA,95
ASD-00180,2025-04-19,Search & Rescue,Autel EVO Max 4T,Dehradun,OP-027,20,52.79,296,100,69,31,LiDAR,2.29,Foggy,30,7,Critical,Success,NA,85
ASD-00181,2025-03-05,Medical Delivery,DJI Matrice 300 RTK,Chandigarh,OP-001,36,36.14,204,100,37,63,Sensor Package,4.03,Clear,10,9,Critical,Failed,Weather,87
ASD-00182,2025-12-07,Surveillance,Parrot Anafi AI,Shimla,OP-012,45,59.76,113,100,42,58,Sensor Package,2.12,Cloudy,25,8,Low,Success,NA,92
ASD-00183,2025-10-31,Medical Delivery,DJI Matrice 300 RTK,Delhi,OP-005,59,44.93,273,100,51,49,HD Camera,1.46,Foggy,13,9,Low,Success,NA,100
ASD-00184,2025-06-10,Reconnaissance,Parrot Anafi AI,Jaipur,OP-004,63,49.94,300,100,26,74,Thermal Camera,2.22,Cloudy,38,7,Low,Success,NA,94
ASD-00185,2025-07-30,Reconnaissance,DJI Matrice 300 RTK,Delhi,OP-030,38,8.76,224,100,79,21,Medical Kit,3.75,Windy,18,31,Medium,Success,NA,97
ASD-00186,2025-10-11,Search & Rescue,DJI Matrice 300 RTK,Shimla,OP-008,37,46.38,230,100,31,69,Thermal Camera,1.62,Rainy,35,23,Low,Success,NA,84
ASD-00187,2025-07-17,Border Patrol,Skydio X2D,Delhi,OP-016,58,16.3,235,100,15,85,Sensor Package,0.75,Cloudy,33,21,Medium,Success,NA,77
ASD-00188,2025-08-30,Infrastructure Inspection,DJI Matrice 300 RTK,Delhi,OP-025,87,53.88,83,100,34,66,LiDAR,2.39,Rainy,16,27,Medium,Failed,Battery Failure,75
ASD-00189,2025-11-24,Reconnaissance,Autel EVO Max 4T,Delhi,OP-003,53,16.87,95,100,30,70,Food Package,2.41,Windy,26,35,Critical,Success,NA,89
ASD-00190,2025-12-24,Surveillance,DJI Mavic 3 Enterprise,Delhi,OP-010,59,9.35,132,100,61,39,LiDAR,3.35,Windy,28,28,Low,Success,NA,93
ASD-00191,2025-09-12,Search & Rescue,DJI Mavic 3 Enterprise,Shimla,OP-006,75,11.38,236,100,73,27,HD Camera,3.69,Rainy,19,10,Low,Failed,Signal Loss,77
ASD-00192,2025-08-22,Medical Delivery,Skydio X2D,Jaipur,OP-016,54,45.31,110,100,77,23,LiDAR,0.79,Rainy,35,20,Low,Success,NA,75
ASD-00193,2025-01-07,Search & Rescue,Parrot Anafi AI,Jaipur,OP-028,67,13.65,277,100,67,33,Sensor Package,2.79,Windy,15,17,Low,Success,NA,97
ASD-00194,2025-02-09,Infrastructure Inspection,DJI Matrice 300 RTK,Jaipur,OP-009,42,56.21,299,100,76,24,Medical Kit,1.62,Windy,34,17,High,Success,NA,91
ASD-00195,2025-07-08,Search & Rescue,Skydio X2D,Jaipur,OP-001,48,49.24,91,100,29,71,Medical Kit,1.97,Clear,37,21,Critical,Success,NA,89
ASD-00196,2025-10-05,Search & Rescue,DJI Matrice 300 RTK,Shimla,OP-008,79,25.26,206,100,55,45,HD Camera,4.7,Windy,23,12,Low,Success,NA,90
ASD-00197,2025-12-31,Reconnaissance,Skydio X2D,Chandigarh,OP-005,68,51.7,266,100,41,59,Food Package,2.71,Clear,21,18,Low,Success,NA,90
ASD-00198,2025-10-31,Border Patrol,DJI Mavic 3 Enterprise,Jaipur,OP-003,67,30.22,271,100,70,30,Thermal Camera,3.37,Windy,14,35,Critical,Success,NA,86
ASD-00199,2025-10-27,Reconnaissance,Parrot Anafi AI,Chandigarh,OP-005,57,19.35,160,100,30,70,Medical Kit,1.55,Rainy,28,31,Medium,Success,NA,76
ASD-00200,2025-03-22,Border Patrol,Skydio X2D,Delhi,OP-003,60,27.36,217,100,35,65,Food Package,1.69,Cloudy,36,22,Low,Success,NA,94
ASD-00201,2025-03-31,Medical Delivery,Skydio X2D,Shimla,OP-009,47,50.98,163,100,62,38,Food Package,2.81,Clear,23,25,High,Success,NA,96
ASD-00202,2025-04-12,Border Patrol,DJI Matrice 300 RTK,Dehradun,OP-005,90,18.74,198,100,67,33,HD Camera,4.24,Cloudy,15,3,Medium,Success,NA,95
ASD-00203,2025-01-22,Reconnaissance,Skydio X2D,Chandigarh,OP-004,53,55.46,99,100,78,22,Thermal Camera,0.91,Clear,20,31,High,Success,NA,90
ASD-00204,2025-03-18,Infrastructure Inspection,DJI Mavic 3 Enterprise,Shimla,OP-029,70,32.29,177,100,26,74,Thermal Camera,1.74,Cloudy,30,16,Critical,Success,NA,89
ASD-00205,2025-09-27,Surveillance,Parrot Anafi AI,Shimla,OP-021,57,32.44,220,100,19,81,Food Package,1.12,Clear,13,20,Medium,Success,NA,78
ASD-00206,2025-11-02,Surveillance,Parrot Anafi AI,Dehradun,OP-011,65,31.38,280,100,18,82,Food Package,1.72,Rainy,40,23,Low,Success,NA,58
ASD-00207,2025-04-23,Search & Rescue,DJI Mavic 3 Enterprise,Jaipur,OP-025,65,47.18,139,100,60,40,Medical Kit,2.9,Clear,23,18,Low,Success,NA,96
ASD-00208,2025-09-10,Medical Delivery,DJI Matrice 300 RTK,Delhi,OP-027,50,37.59,286,100,35,65,LiDAR,3.04,Windy,9,25,Medium,Success,NA,92
ASD-00209,2025-03-08,Search & Rescue,DJI Matrice 300 RTK,Delhi,OP-026,27,17.79,136,100,78,22,Medical Kit,4.63,Windy,38,3,Medium,Success,NA,92
ASD-00210,2025-02-21,Reconnaissance,DJI Mavic 3 Enterprise,Shimla,OP-019,38,37.26,116,100,66,34,Medical Kit,3.67,Windy,31,7,Critical,Success,NA,85
ASD-00211,2025-06-07,Reconnaissance,DJI Mavic 3 Enterprise,Shimla,OP-013,75,48.55,204,100,40,60,Sensor Package,3.15,Cloudy,30,17,Medium,Success,NA,94
ASD-00212,2025-10-17,Reconnaissance,Autel EVO Max 4T,Shimla,OP-021,20,57.18,226,100,30,70,LiDAR,1.93,Windy,10,14,Medium,Success,NA,97
ASD-00213,2025-02-04,Border Patrol,DJI Matrice 300 RTK,Delhi,OP-023,29,18.09,161,100,59,41,HD Camera,1.69,Clear,29,31,Medium,Success,NA,91
ASD-00214,2025-09-03,Border Patrol,DJI Mavic 3 Enterprise,Jaipur,OP-027,69,29.1,187,100,59,41,Medical Kit,2.96,Foggy,39,27,Low,Success,NA,99
ASD-00215,2025-03-29,Infrastructure Inspection,DJI Matrice 300 RTK,Lucknow,OP-011,77,9.05,296,100,76,24,Medical Kit,4.78,Rainy,9,23,Low,Failed,Weather,76
ASD-00216,2025-07-29,Search & Rescue,Autel EVO Max 4T,Lucknow,OP-007,81,43.75,190,100,59,41,HD Camera,0.96,Windy,35,13,Medium,Success,NA,98
ASD-00217,2025-12-05,Reconnaissance,DJI Matrice 300 RTK,Delhi,OP-027,50,10.28,180,100,18,82,HD Camera,2.42,Cloudy,11,26,High,Success,NA,77
ASD-00218,2025-11-25,Search & Rescue,Parrot Anafi AI,Lucknow,OP-003,46,14.4,154,100,70,30,Food Package,2.62,Foggy,15,22,High,Success,NA,92
ASD-00219,2025-12-23,Border Patrol,Autel EVO Max 4T,Dehradun,OP-025,43,29.52,147,100,24,76,Medical Kit,3.04,Foggy,24,17,Medium,Success,NA,91
ASD-00220,2025-05-01,Medical Delivery,DJI Matrice 300 RTK,Dehradun,OP-019,72,58.39,230,100,51,49,LiDAR,2.38,Windy,11,27,Critical,Success,NA,81
ASD-00221,2025-01-22,Medical Delivery,DJI Mavic 3 Enterprise,Shimla,OP-005,86,49.02,253,100,62,38,Thermal Camera,4.87,Clear,36,14,Medium,Success,NA,100
ASD-00222,2025-05-22,Border Patrol,Skydio X2D,Dehradun,OP-028,38,50.88,146,100,40,60,LiDAR,2.29,Clear,13,27,High,Success,NA,90
ASD-00223,2025-05-27,Medical Delivery,Autel EVO Max 4T,Chandigarh,OP-026,86,47.99,108,100,27,73,HD Camera,3.03,Cloudy,17,9,Low,Success,NA,95
ASD-00224,2025-07-22,Surveillance,Parrot Anafi AI,Lucknow,OP-002,82,36.46,201,100,76,24,Thermal Camera,3.28,Cloudy,25,28,Critical,Failed,Signal Loss,83
ASD-00225,2025-06-03,Search & Rescue,Parrot Anafi AI,Dehradun,OP-005,67,6.11,289,100,42,58,Sensor Package,3.58,Rainy,25,34,Medium,Failed,Mechanical Fault,80
ASD-00226,2025-06-09,Reconnaissance,Skydio X2D,Dehradun,OP-003,31,15.34,134,100,28,72,HD Camera,2.82,Foggy,41,26,Medium,Success,NA,96
ASD-00227,2025-04-12,Infrastructure Inspection,Parrot Anafi AI,Shimla,OP-023,23,14.56,293,100,55,45,Food Package,0.73,Clear,23,5,High,Success,NA,97
ASD-00228,2025-03-25,Border Patrol,DJI Matrice 300 RTK,Lucknow,OP-012,35,42.46,141,100,33,67,Food Package,3.14,Foggy,36,14,High,Success,NA,94
ASD-00229,2025-12-16,Border Patrol,DJI Mavic 3 Enterprise,Dehradun,OP-028,23,26.26,121,100,53,47,Medical Kit,3.43,Cloudy,22,16,Low,Success,NA,92
ASD-00230,2025-06-04,Medical Delivery,Skydio X2D,Delhi,OP-015,21,17.31,235,100,41,59,Medical Kit,2.57,Rainy,35,27,Medium,Success,NA,84
ASD-00231,2025-05-22,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-011,20,33.13,249,100,33,67,Sensor Package,0.99,Windy,26,22,Low,Success,NA,94
ASD-00232,2025-09-12,Medical Delivery,Parrot Anafi AI,Shimla,OP-021,39,33.45,141,100,73,27,Sensor Package,1.13,Windy,33,23,Low,Failed,Signal Loss,96
ASD-00233,2025-03-29,Surveillance,Parrot Anafi AI,Jaipur,OP-028,24,37.07,226,100,56,44,Sensor Package,2.11,Rainy,22,33,High,Failed,Weather,79
ASD-00234,2025-06-19,Search & Rescue,Parrot Anafi AI,Delhi,OP-014,53,44.89,223,100,57,43,Medical Kit,1.5,Rainy,13,17,High,Success,NA,84
ASD-00235,2025-06-02,Reconnaissance,DJI Mavic 3 Enterprise,Lucknow,OP-017,80,7.95,242,100,71,29,HD Camera,4.4,Foggy,20,35,Critical,Success,NA,82
ASD-00236,2025-11-21,Search & Rescue,DJI Mavic 3 Enterprise,Jaipur,OP-011,72,59.3,197,100,62,38,Food Package,2.0,Rainy,19,8,Medium,Success,NA,82
ASD-00237,2025-01-03,Border Patrol,Autel EVO Max 4T,Delhi,OP-013,40,31.93,275,100,69,31,Food Package,2.43,Cloudy,35,30,Critical,Success,NA,83
ASD-00238,2025-03-08,Infrastructure Inspection,Autel EVO Max 4T,Jaipur,OP-010,61,46.63,215,100,56,44,Thermal Camera,3.62,Clear,8,18,High,Success,NA,98
ASD-00239,2025-09-08,Reconnaissance,Parrot Anafi AI,Delhi,OP-011,28,50.31,156,100,43,57,Food Package,4.5,Foggy,41,24,Medium,Success,NA,93
ASD-00240,2025-11-24,Infrastructure Inspection,DJI Matrice 300 RTK,Dehradun,OP-013,49,17.34,113,100,53,47,HD Camera,2.15,Clear,40,13,Low,Success,NA,98
ASD-00241,2025-12-26,Border Patrol,DJI Matrice 300 RTK,Lucknow,OP-016,26,41.41,247,100,78,22,Food Package,2.21,Clear,15,29,High,Success,NA,100
ASD-00242,2025-02-28,Reconnaissance,Skydio X2D,Jaipur,OP-010,73,41.39,249,100,46,54,HD Camera,2.8,Windy,16,29,Low,Success,NA,97
ASD-00243,2025-09-04,Surveillance,DJI Matrice 300 RTK,Delhi,OP-023,53,50.73,131,100,35,65,HD Camera,2.97,Foggy,26,13,Medium,Success,NA,90
ASD-00244,2025-08-26,Surveillance,Autel EVO Max 4T,Lucknow,OP-009,83,13.2,103,100,15,85,Sensor Package,1.54,Clear,14,19,High,Success,NA,72
ASD-00245,2025-08-13,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-012,60,28.43,109,100,68,32,Sensor Package,3.41,Clear,8,11,High,Failed,Signal Loss,91
ASD-00246,2025-03-09,Reconnaissance,DJI Matrice 300 RTK,Chandigarh,OP-004,34,27.04,196,100,46,54,Sensor Package,4.49,Foggy,38,29,Medium,Success,NA,90
ASD-00247,2025-09-07,Medical Delivery,DJI Matrice 300 RTK,Delhi,OP-016,81,49.12,253,100,24,76,LiDAR,0.63,Cloudy,32,25,Medium,Success,NA,96
ASD-00248,2025-06-27,Medical Delivery,DJI Mavic 3 Enterprise,Dehradun,OP-016,53,41.02,83,100,52,48,Food Package,3.48,Rainy,41,9,Medium,Success,NA,85
ASD-00249,2025-06-19,Reconnaissance,Skydio X2D,Shimla,OP-008,26,5.64,120,100,16,84,HD Camera,3.88,Foggy,39,13,High,Failed,Battery Failure,78
ASD-00250,2025-03-02,Medical Delivery,Parrot Anafi AI,Delhi,OP-011,68,27.18,140,100,70,30,HD Camera,4.35,Foggy,36,31,Critical,Failed,Battery Failure,81
ASD-00251,2025-04-25,Infrastructure Inspection,Skydio X2D,Dehradun,OP-027,90,5.01,103,100,42,58,Medical Kit,2.14,Windy,21,32,Low,Success,NA,95
ASD-00252,2025-09-25,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-018,80,44.42,173,100,23,77,HD Camera,2.04,Clear,14,17,High,Success,NA,91
ASD-00253,2025-08-23,Border Patrol,Autel EVO Max 4T,Delhi,OP-007,37,50.2,270,100,28,72,Thermal Camera,1.04,Clear,24,15,Critical,Success,NA,83
ASD-00254,2025-01-25,Infrastructure Inspection,Parrot Anafi AI,Dehradun,OP-017,73,7.56,242,100,65,35,Thermal Camera,4.84,Foggy,37,35,Low,Success,NA,96
ASD-00255,2025-12-21,Medical Delivery,Autel EVO Max 4T,Lucknow,OP-020,42,43.05,124,100,64,36,LiDAR,4.47,Clear,32,23,Critical,Success,NA,84
ASD-00256,2025-10-11,Reconnaissance,Skydio X2D,Shimla,OP-023,77,49.26,115,100,28,72,Sensor Package,2.97,Windy,40,22,High,Success,NA,93
ASD-00257,2025-09-03,Border Patrol,Parrot Anafi AI,Shimla,OP-018,57,42.76,252,100,64,36,Sensor Package,1.02,Cloudy,40,23,High,Success,NA,100
ASD-00258,2025-01-29,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-022,88,20.73,296,100,26,74,HD Camera,2.21,Clear,41,9,Low,Success,NA,92
ASD-00259,2025-11-28,Infrastructure Inspection,Autel EVO Max 4T,Shimla,OP-024,27,42.98,155,100,54,46,Food Package,0.96,Windy,10,25,Medium,Success,NA,93
ASD-00260,2025-04-26,Infrastructure Inspection,Skydio X2D,Jaipur,OP-027,26,55.96,179,100,27,73,Sensor Package,1.63,Rainy,11,3,Critical,Failed,Signal Loss,74
ASD-00261,2025-10-12,Infrastructure Inspection,Autel EVO Max 4T,Delhi,OP-009,44,21.18,125,100,71,29,HD Camera,2.2,Cloudy,19,35,Critical,Success,NA,82
ASD-00262,2025-10-21,Border Patrol,Autel EVO Max 4T,Dehradun,OP-016,62,30.65,119,100,75,25,Sensor Package,3.27,Cloudy,28,6,High,Success,NA,91
ASD-00263,2025-04-24,Search & Rescue,Autel EVO Max 4T,Lucknow,OP-012,48,57.63,213,100,72,28,LiDAR,2.92,Windy,18,29,Low,Success,NA,100
ASD-00264,2025-11-25,Reconnaissance,DJI Matrice 300 RTK,Shimla,OP-029,57,17.01,272,100,20,80,Sensor Package,2.06,Windy,8,10,Medium,Success,NA,99
ASD-00265,2025-09-18,Search & Rescue,DJI Mavic 3 Enterprise,Lucknow,OP-017,61,25.98,283,100,66,34,HD Camera,4.6,Foggy,24,21,High,Success,NA,90
ASD-00266,2025-12-17,Reconnaissance,Skydio X2D,Shimla,OP-028,85,9.53,104,100,59,41,Sensor Package,0.79,Windy,42,3,Medium,Success,NA,91
ASD-00267,2025-05-09,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-006,75,40.56,98,100,61,39,HD Camera,0.89,Clear,37,24,Low,Success,NA,99
ASD-00268,2025-11-13,Surveillance,DJI Matrice 300 RTK,Lucknow,OP-021,69,29.81,183,100,25,75,Sensor Package,1.03,Rainy,9,27,Low,Success,NA,84
ASD-00269,2025-03-22,Border Patrol,Parrot Anafi AI,Dehradun,OP-016,84,10.84,281,100,42,58,Food Package,2.22,Windy,13,21,Low,Success,NA,92
ASD-00270,2025-10-08,Border Patrol,Autel EVO Max 4T,Jaipur,OP-018,57,57.81,116,100,42,58,HD Camera,0.69,Rainy,8,12,Critical,Failed,Signal Loss,68
ASD-00271,2025-02-28,Surveillance,Skydio X2D,Chandigarh,OP-007,72,54.81,297,100,15,85,Thermal Camera,3.28,Cloudy,18,14,High,Success,NA,79
ASD-00272,2025-03-07,Surveillance,Autel EVO Max 4T,Dehradun,OP-012,90,9.02,251,100,72,28,Sensor Package,3.11,Rainy,14,15,High,Success,NA,78
ASD-00273,2025-06-11,Search & Rescue,DJI Mavic 3 Enterprise,Jaipur,OP-026,28,54.51,161,100,18,82,Sensor Package,3.13,Foggy,29,22,High,Failed,Weather,70
ASD-00274,2025-10-10,Infrastructure Inspection,DJI Matrice 300 RTK,Lucknow,OP-016,75,20.22,172,100,63,37,Food Package,2.11,Rainy,38,32,High,Success,NA,85
ASD-00275,2025-10-30,Infrastructure Inspection,Autel EVO Max 4T,Dehradun,OP-025,37,54.02,130,100,47,53,LiDAR,3.34,Clear,12,4,Critical,Success,NA,80
ASD-00276,2025-08-26,Medical Delivery,Autel EVO Max 4T,Dehradun,OP-005,89,30.97,278,100,61,39,LiDAR,3.8,Rainy,33,17,High,Success,NA,76
ASD-00277,2025-09-05,Reconnaissance,Parrot Anafi AI,Jaipur,OP-024,21,41.45,297,100,59,41,Thermal Camera,1.31,Windy,16,31,Medium,Success,NA,90
ASD-00278,2025-01-24,Search & Rescue,DJI Matrice 300 RTK,Shimla,OP-029,28,19.54,139,100,75,25,Food Package,2.61,Cloudy,41,26,Critical,Success,NA,90
ASD-00279,2025-12-01,Infrastructure Inspection,Autel EVO Max 4T,Chandigarh,OP-019,86,39.85,150,100,47,53,Food Package,3.44,Windy,42,14,High,Success,NA,91
ASD-00280,2025-04-28,Search & Rescue,DJI Mavic 3 Enterprise,Jaipur,OP-006,48,33.4,170,100,36,64,LiDAR,4.47,Foggy,38,3,Critical,Success,NA,90
ASD-00281,2025-04-18,Medical Delivery,DJI Matrice 300 RTK,Jaipur,OP-016,43,13.65,234,100,65,35,Sensor Package,1.01,Cloudy,34,24,Critical,Success,NA,90
ASD-00282,2025-04-03,Infrastructure Inspection,Skydio X2D,Shimla,OP-009,25,12.03,231,100,60,40,LiDAR,1.16,Cloudy,40,5,Medium,Success,NA,96
ASD-00283,2025-04-23,Reconnaissance,Skydio X2D,Jaipur,OP-006,22,53.32,266,100,44,56,LiDAR,4.97,Clear,21,31,Critical,Success,NA,89
ASD-00284,2025-04-14,Border Patrol,Parrot Anafi AI,Jaipur,OP-001,85,19.55,265,100,37,63,Food Package,2.23,Foggy,12,17,Low,Success,NA,98
ASD-00285,2025-11-05,Border Patrol,Parrot Anafi AI,Dehradun,OP-029,32,14.76,237,100,76,24,HD Camera,2.67,Windy,40,10,Medium,Success,NA,90
ASD-00286,2025-03-10,Surveillance,Autel EVO Max 4T,Dehradun,OP-014,73,25.37,91,100,26,74,Medical Kit,3.15,Cloudy,38,27,Low,Success,NA,93
ASD-00287,2025-06-11,Reconnaissance,Parrot Anafi AI,Shimla,OP-023,89,27.48,128,100,80,20,LiDAR,0.53,Clear,41,10,Medium,Success,NA,91
ASD-00288,2025-10-10,Reconnaissance,Autel EVO Max 4T,Dehradun,OP-014,52,19.37,217,100,26,74,Sensor Package,2.29,Windy,31,20,Medium,Success,NA,97
ASD-00289,2025-04-20,Infrastructure Inspection,Skydio X2D,Shimla,OP-004,81,18.96,158,100,36,64,Sensor Package,1.53,Foggy,16,10,Medium,Success,NA,95
ASD-00290,2025-04-24,Surveillance,Parrot Anafi AI,Chandigarh,OP-009,26,13.84,242,100,80,20,LiDAR,2.46,Clear,17,33,Low,Success,NA,99
ASD-00291,2025-01-18,Infrastructure Inspection,DJI Mavic 3 Enterprise,Dehradun,OP-007,86,20.76,232,100,73,27,HD Camera,1.41,Cloudy,39,31,High,Success,NA,98
ASD-00292,2025-07-22,Infrastructure Inspection,DJI Matrice 300 RTK,Shimla,OP-022,41,42.07,172,100,50,50,Medical Kit,4.01,Clear,18,8,High,Success,NA,93
ASD-00293,2025-07-26,Reconnaissance,Parrot Anafi AI,Dehradun,OP-015,28,55.55,220,100,44,56,Medical Kit,1.52,Windy,30,25,Medium,Success,NA,94
ASD-00294,2025-08-15,Search & Rescue,Parrot Anafi AI,Shimla,OP-023,33,35.72,208,100,43,57,Medical Kit,4.44,Rainy,15,35,High,Failed,Mechanical Fault,78
ASD-00295,2025-12-26,Medical Delivery,Autel EVO Max 4T,Dehradun,OP-022,78,54.31,300,100,77,23,HD Camera,2.22,Foggy,15,19,Medium,Success,NA,95
ASD-00296,2025-10-11,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-003,88,5.53,293,100,47,53,Food Package,3.53,Cloudy,26,8,High,Success,NA,97
ASD-00297,2025-04-28,Infrastructure Inspection,Autel EVO Max 4T,Jaipur,OP-007,54,15.05,271,100,56,44,Sensor Package,1.59,Foggy,20,18,High,Success,NA,93
ASD-00298,2025-10-22,Infrastructure Inspection,Autel EVO Max 4T,Chandigarh,OP-016,33,11.59,100,100,17,83,Food Package,2.17,Windy,8,5,High,Failed,Mechanical Fault,72
ASD-00299,2025-12-18,Surveillance,Skydio X2D,Chandigarh,OP-013,48,46.26,112,100,74,26,LiDAR,0.65,Windy,35,33,High,Success,NA,97
ASD-00300,2025-10-08,Medical Delivery,Skydio X2D,Lucknow,OP-006,60,42.91,83,100,54,46,Medical Kit,3.26,Foggy,14,23,High,Success,NA,94
ASD-00301,2025-03-09,Border Patrol,Autel EVO Max 4T,Jaipur,OP-019,66,15.12,188,100,54,46,Food Package,1.76,Foggy,31,26,Medium,Failed,Weather,91
ASD-00302,2025-11-19,Medical Delivery,Autel EVO Max 4T,Lucknow,OP-029,75,52.1,130,100,62,38,Thermal Camera,2.4,Cloudy,38,3,Medium,Success,NA,95
ASD-00303,2025-06-21,Infrastructure Inspection,Skydio X2D,Lucknow,OP-015,26,26.91,256,100,60,40,Food Package,4.28,Clear,21,19,Low,Success,NA,95
ASD-00304,2025-08-17,Search & Rescue,Parrot Anafi AI,Shimla,OP-025,64,6.09,111,100,36,64,Medical Kit,2.1,Windy,20,14,Critical,Failed,Mechanical Fault,89
ASD-00305,2025-06-12,Infrastructure Inspection,Parrot Anafi AI,Lucknow,OP-011,38,52.75,243,100,37,63,HD Camera,1.23,Foggy,33,7,Medium,Success,NA,94
